S,ID,E,N,RTK_true,depth_begin_cm,depth_end_cm,thickness,N,OC,pH,%CF,%sand,%silt,%clay,BD_f,BD_m,CaCO3_true,c_root %,f_root %,t_root%
26,D1,516082.135,4772191.926,1,0,5,0.05,0.58,7.45,NaN,22,NaN,NaN,NaN,NaN,539,0,7.00,5.59,12.59
26,D2,516082.135,4772191.926,1,5,0,0.05,0.43,4.38,NaN,43,NaN,NaN,NaN,NaN,640,0,0.82,0.94,1.77
26,D3,516082.135,4772191.926,1,10,20,0.1,0.34,3.63,NaN,25,NaN,NaN,NaN,NaN,680,0,0.54,0.72,1.26
26,D4,516082.135,4772191.926,1,20,30,0.1,0.28,2.75,NaN,18,NaN,NaN,NaN,NaN,744,0,0.19,0.26,0.45
26,E1,516073.104,4772168.946,1,0,5,0.05,0.26,2.42,NaN,77,NaN,NaN,NaN,NaN,775,0,0.28,0.43,0.71
26,E2,516073.104,4772168.946,1,5,0,0.05,0.25,2.26,NaN,52,NaN,NaN,NaN,NaN,793,0,0.31,0.35,0.66
26,E3,516073.104,4772168.946,1,10,20,0.1,0.25,1.98,NaN,87,NaN,NaN,NaN,NaN,827,0,0.05,0.31,0.36
26,E4,516073.104,4772168.946,1,20,30,0.1,0.25,1.95,NaN,82,NaN,NaN,NaN,NaN,831,0,0.11,0.16,0.27
26,F1,516072.949,4772167.963,1,0,5,0.05,0.41,5.29,NaN,72,NaN,NaN,NaN,NaN,602,0,0.99,1.78,2.77
26,F2,516072.949,4772167.963,1,5,0,0.05,0.29,3.20,NaN,49,NaN,NaN,NaN,NaN,708,0,0.38,0.44,0.83
26,F3,516072.949,4772167.963,1,10,20,0.1,0.35,2.38,NaN,60,NaN,NaN,NaN,NaN,779,0,0.20,0.42,0.62
26,F4,516072.949,4772167.963,1,20,30,0.1,0.23,2.25,NaN,64,NaN,NaN,NaN,NaN,793,0,0.33,0.55,0.88
26,G1,516066.752,4772184.885,1,0,5,0.05,0.32,3.55,NaN,23,NaN,NaN,NaN,NaN,685,0,0.78,0.82,1.60
26,G2,516066.752,4772184.885,1,5,0,0.05,0.34,3.24,NaN,78,NaN,NaN,NaN,NaN,705,0,0.23,0.57,0.80
26,G3,516066.752,4772184.885,1,10,20,0.1,0.26,2.72,NaN,76,NaN,NaN,NaN,NaN,746,0,0.07,1.56,1.63
26,G4,516066.752,4772184.885,1,20,30,0.1,NaN,0.00,NaN,100,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN
26,H1,516067.315,4772184.649,1,0,5,0.05,0.40,4.32,NaN,45,NaN,NaN,NaN,NaN,642,0,0.93,2.05,2.98
26,H2,516067.315,4772184.649,1,5,0,0.05,0.28,3.14,NaN,40,NaN,NaN,NaN,NaN,712,0,0.82,1.00,1.81
26,H3,516067.315,4772184.649,1,10,20,0.1,0.27,3.04,NaN,92,NaN,NaN,NaN,NaN,720,0,0.07,0.47,0.54
26,H4,516067.315,4772184.649,1,20,30,0.1,0.22,2.28,NaN,64,NaN,NaN,NaN,NaN,790,0,0.14,0.12,0.26
26,I1,516074.185,4772204.688,1,0,5,0.05,0.43,5.07,NaN,37,NaN,NaN,NaN,NaN,610,0,6.20,2.02,8.22
26,I2,516074.185,4772204.688,1,5,0,0.05,0.40,4.72,NaN,93,NaN,NaN,NaN,NaN,624,0,0.19,1.30,1.49
26,I3,516074.185,4772204.688,1,10,20,0.1,0.40,3.98,NaN,52,NaN,NaN,NaN,NaN,660,0,0.15,0.57,0.72
26,I4,516074.185,4772204.688,1,20,30,0.1,0.32,3.55,NaN,81,NaN,NaN,NaN,NaN,685,0,0.24,0.70,0.94
26,J1,516074.971,4772205.567,1,0,5,0.05,0.37,4.49,NaN,40,NaN,NaN,NaN,NaN,635,0,6.13,1.16,7.29
26,J2,516074.971,4772205.567,1,5,0,0.05,0.34,3.78,NaN,28,NaN,NaN,NaN,NaN,671,0,0.74,1.35,2.09
26,J3,516074.971,4772205.567,1,10,20,0.1,0.28,3.38,NaN,56,NaN,NaN,NaN,NaN,696,0,0.37,0.66,1.03
26,J4,516074.971,4772205.567,1,20,30,0.1,0.29,2.95,NaN,59,NaN,NaN,NaN,NaN,727,0,0.21,0.58,0.79
27,A1A,517595.076,4772223.471,1,0,5,0.05,0.76,10.06,6.95,0,0.11,0.66,0.23,NaN,489,0,10.50,2.91,13.41
27,A2A,517595.076,4772223.471,1,5,0,0.05,0.62,7.73,6.56,0,0.16,0.51,0.33,NaN,532,0,0.53,2.68,3.21
27,A3A,517595.076,4772223.471,1,10,20,0.1,0.42,4.93,6.53,0,NaN,NaN,NaN,NaN,615,0,1.30,0.89,2.19
27,A4A,517595.076,4772223.471,1,20,30,0.1,0.37,4.25,6.25,0,0.12,0.62,0.26,NaN,646,0,0.15,0.42,0.58
27,A5A,517595.076,4772223.471,1,30,40,0.1,0.34,NaN,6.32,0,NaN,NaN,NaN,669,673,0,0.04,0.28,0.31
27,A6A,517595.076,4772223.471,1,40,50,0.1,0.26,NaN,6.18,1,NaN,NaN,NaN,NaN,720,0,0.03,0.18,0.21
27,A1B,517595.076,4772223.471,1,0,5,0.05,0.76,10.35,NaN,0,NaN,NaN,NaN,NaN,484,0,23.63,8.63,32.27
27,A2B,517595.076,4772223.471,1,5,0,0.05,0.42,5.34,NaN,0,NaN,NaN,NaN,NaN,600,0,1.09,NaN,NaN
27,A3B,517595.076,4772223.471,1,10,20,0.1,0.28,3.38,NaN,0,NaN,NaN,NaN,NaN,696,0,0.70,0.46,1.17
27,A4B,517595.076,4772223.471,1,20,30,0.1,0.32,3.72,NaN,1,NaN,NaN,NaN,NaN,674,0,0.06,0.33,0.40
27,A5B,517595.076,4772223.471,1,30,40,0.1,NaN,NaN,NaN,7,NaN,NaN,NaN,461,NaN,0,0.05,NaN,NaN
27,A6B,517595.076,4772223.471,1,40,50,0.1,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,0,0.13,NaN,NaN
27,A1C,517595.076,4772223.471,1,0,5,0.05,0.56,7.15,NaN,0,NaN,NaN,NaN,NaN,546,0,21.34,1.62,22.96
27,A2C,517595.076,4772223.471,1,5,0,0.05,0.44,5.51,NaN,0,NaN,NaN,NaN,NaN,594,0,0.30,1.73,2.03
27,A3C,517595.076,4772223.471,1,10,20,0.1,0.37,4.22,NaN,1,NaN,NaN,NaN,NaN,648,0,0.81,NaN,NaN
27,A4C,517595.076,4772223.471,1,20,30,0.1,0.37,3.03,NaN,4,NaN,NaN,NaN,NaN,720,0,0.11,NaN,NaN
27,A5C,517595.076,4772223.471,1,30,40,0.1,0.17,NaN,NaN,2,NaN,NaN,NaN,285,857,0,NaN,NaN,NaN
27,A6C,517595.076,4772223.471,1,40,50,0.1,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,0,0.04,NaN,NaN
27,B1,517593.732,4772224.449,1,0,5,0.05,0.43,5.80,NaN,0,NaN,NaN,NaN,NaN,584,0,3.26,0.48,3.74
27,B2,517593.732,4772224.449,1,5,0,0.05,0.44,4.91,NaN,2,NaN,NaN,NaN,NaN,617,0,0.32,0.63,0.94
27,B3,517593.732,4772224.449,1,10,20,0.1,0.33,3.99,NaN,3,NaN,NaN,NaN,NaN,659,0,1.20,0.22,1.42
27,B4,517593.732,4772224.449,1,20,30,0.1,0.31,4.04,NaN,2,NaN,NaN,NaN,NaN,657,0,0.26,NaN,NaN
27,C1,517609.391,4772221.229,1,0,5,0.05,0.86,10.25,NaN,0,NaN,NaN,NaN,NaN,486,0,2.90,0.81,3.71
27,C2,517609.391,4772221.229,1,5,0,0.05,0.52,7.00,NaN,0,NaN,NaN,NaN,NaN,549,0,0.52,0.35,0.87
27,C3,517609.391,4772221.229,1,10,20,0.1,0.35,4.31,NaN,1,NaN,NaN,NaN,NaN,643,0,0.41,0.28,0.68
27,C4,517609.391,4772221.229,1,20,30,0.1,0.24,2.78,NaN,0,NaN,NaN,NaN,NaN,741,0,0.07,0.25,0.31
27,D1,517610.513,4772221.667,1,0,5,0.05,0.79,10.99,NaN,0,NaN,NaN,NaN,NaN,475,0,2.39,1.25,3.65
27,D2,517610.513,4772221.667,1,5,0,0.05,0.79,9.07,NaN,1,NaN,NaN,NaN,NaN,505,0,0.99,0.42,1.41
27,D3,517610.513,4772221.667,1,10,20,0.1,0.29,3.76,NaN,0,NaN,NaN,NaN,NaN,672,0,0.14,0.20,0.34
27,D4,517610.513,4772221.667,1,20,30,0.1,0.36,2.77,NaN,0,NaN,NaN,NaN,NaN,742,0,0.25,0.04,0.28
27,E1,517606.055,4772199.74,1,0,5,0.05,0.55,7.27,NaN,0,NaN,NaN,NaN,NaN,543,0,2.06,0.73,2.79
27,E2,517606.055,4772199.74,1,5,0,0.05,0.75,8.47,NaN,1,NaN,NaN,NaN,NaN,517,0,0.46,2.30,2.76
27,E3,517606.055,4772199.74,1,10,20,0.1,0.25,3.10,NaN,1,NaN,NaN,NaN,NaN,715,0,0.12,0.05,0.17
27,E4,517606.055,4772199.74,1,20,30,0.1,0.19,2.29,NaN,0,NaN,NaN,NaN,NaN,789,0,0.09,0.04,0.12
27,F1,517606.004,4772198.558,1,0,5,0.05,0.54,7.63,NaN,33,NaN,NaN,NaN,NaN,534,0,1.85,1.60,3.45
27,F2,517606.004,4772198.558,1,5,0,0.05,0.48,7.00,NaN,33,NaN,NaN,NaN,NaN,549,0,0.81,0.39,1.20
27,F3,517606.004,4772198.558,1,10,20,0.1,0.31,3.55,NaN,0,NaN,NaN,NaN,NaN,685,0,0.13,0.10,0.22
27,F4,517606.004,4772198.558,1,20,30,0.1,0.23,2.85,NaN,2,NaN,NaN,NaN,NaN,735,0,0.10,0.03,0.13
27,G1,517576.517,4772216.389,1,0,5,0.05,0.46,5.20,NaN,6,NaN,NaN,NaN,NaN,605,0,0.91,0.58,1.49
27,G2,517576.517,4772216.389,1,5,0,0.05,0.42,3.44,NaN,8,NaN,NaN,NaN,NaN,692,0,0.42,0.24,0.66
27,G3,517576.517,4772216.389,1,10,20,0.1,0.18,2.10,NaN,5,NaN,NaN,NaN,NaN,811,0,0.17,0.05,0.21
27,G4,517576.517,4772216.389,1,20,30,0.1,0.12,1.20,NaN,12,NaN,NaN,NaN,NaN,973,0,0.15,0.05,0.20
27,H1,517576.115,4772215.616,1,0,5,0.05,0.41,5.08,NaN,16,NaN,NaN,NaN,NaN,610,0,6.77,1.84,8.60
27,H2,517576.115,4772215.616,1,5,0,0.05,0.29,3.30,NaN,29,NaN,NaN,NaN,NaN,701,0,0.15,0.23,0.38
27,H3,517576.115,4772215.616,1,10,20,0.1,0.18,2.04,NaN,11,NaN,NaN,NaN,NaN,819,0,1.17,0.15,1.32
27,H4,517576.115,4772215.616,1,20,30,0.1,0.13,1.53,NaN,19,NaN,NaN,NaN,NaN,899,0,0.10,0.04,0.15
27,I1,517599.193,4772245.028,1,0,5,0.05,0.61,10.62,NaN,0,NaN,NaN,NaN,NaN,480,0,1.94,3.90,5.84
27,I2,517599.193,4772245.028,1,5,0,0.05,0.54,8.34,NaN,22,NaN,NaN,NaN,NaN,519,0,2.32,3.28,5.60
27,I3,517599.193,4772245.028,1,10,20,0.1,0.34,3.88,NaN,10,NaN,NaN,NaN,NaN,665,0,0.31,0.31,0.62
27,I4,517599.193,4772245.028,1,20,30,0.1,0.27,3.01,NaN,14,NaN,NaN,NaN,NaN,722,0,0.16,0.40,0.56
27,J1,517600.177,4772245.271,1,0,5,0.05,0.48,7.59,NaN,12,NaN,NaN,NaN,NaN,535,0,2.64,2.14,4.79
27,J2,517600.177,4772245.271,1,5,0,0.05,0.51,7.72,NaN,14,NaN,NaN,NaN,NaN,532,0,0.72,1.00,1.72
27,J3,517600.177,4772245.271,1,10,20,0.1,0.38,4.62,NaN,19,NaN,NaN,NaN,NaN,628,0,0.43,0.59,1.02
27,J4,517600.177,4772245.271,1,20,30,0.1,0.27,3.56,NaN,6,NaN,NaN,NaN,NaN,684,0,0.26,0.41,0.68
28,A1A,521308.097,4772470.063,1,0,5,0.05,0.17,1.59,6.91,68,NaN,NaN,NaN,NaN,888,0,0.05,NaN,NaN
28,A2A,521308.097,4772470.063,1,5,0,0.05,0.20,1.89,6.88,62,0.24,0.65,0.11,NaN,840,0,0.02,0.45,0.48
28,A3A,521308.097,4772470.063,1,10,20,0.1,0.16,1.50,6.91,60,0.22,0.62,0.15,981,906,0,0.03,0.03,0.06
28,A4A,521308.097,4772470.063,1,20,30,0.1,0.15,1.23,6.86,93,0.16,0.62,0.22,NaN,966,0,0.01,0.25,0.26
28,A5A,521308.097,4772470.063,1,30,40,0.1,0.16,NaN,6.65,95,NaN,NaN,NaN,NaN,NaN,0,0.00,NaN,NaN
28,A1B,521308.097,4772470.063,1,0,5,0.05,0.23,2.23,NaN,70,NaN,NaN,NaN,NaN,796,0,0.44,NaN,NaN
28,A2B,521308.097,4772470.063,1,5,0,0.05,0.20,2.03,NaN,59,NaN,NaN,NaN,NaN,820,0,0.14,0.22,0.36
28,A3B,521308.097,4772470.063,1,10,20,0.1,0.13,1.38,NaN,56,NaN,NaN,NaN,892,930,0,0.03,0.47,0.49
28,A4B,521308.097,4772470.063,1,20,30,0.1,0.14,1.25,NaN,83,NaN,NaN,NaN,NaN,960,0,0.01,0.09,0.10
28,A1C,521308.097,4772470.063,1,0,5,0.05,0.15,1.50,NaN,79,NaN,NaN,NaN,NaN,905,0,0.21,0.41,0.62
28,A2C,521308.097,4772470.063,1,5,0,0.05,0.15,1.53,NaN,62,NaN,NaN,NaN,NaN,900,0,0.08,0.43,0.50
28,A3C,521308.097,4772470.063,1,10,20,0.1,0.12,1.08,NaN,63,NaN,NaN,NaN,884,1008,0,0.02,0.12,0.14
28,A4C,521308.097,4772470.063,1,20,30,0.1,0.12,1.10,NaN,79,NaN,NaN,NaN,NaN,999,0,0.02,0.06,0.08
28,A5C,521308.097,4772470.063,1,30,40,0.1,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0.23,NaN
28,B1,521309.237,4772469.586,1,0,5,0.05,0.38,4.80,NaN,79,NaN,NaN,NaN,NaN,621,0,1.74,7.18,8.92
28,B2,521309.237,4772469.586,1,5,0,0.05,0.39,4.81,NaN,85,NaN,NaN,NaN,NaN,620,0,0.07,1.71,1.78
28,B3,521309.237,4772469.586,1,10,20,0.1,0.22,2.29,NaN,49,NaN,NaN,NaN,NaN,790,0,0.11,NaN,NaN
28,B4,521309.237,4772469.586,1,20,30,0.1,0.19,1.95,NaN,71,NaN,NaN,NaN,NaN,831,0,0.05,0.16,0.21
28,C1,521321.851,4772483.555,1,0,5,0.05,0.12,1.20,NaN,54,NaN,NaN,NaN,NaN,973,0,0.00,0.16,0.16
28,C2,521321.851,4772483.555,1,5,0,0.05,0.12,1.09,NaN,51,NaN,NaN,NaN,NaN,1003,0,0.02,0.27,0.29
28,C3,521321.851,4772483.555,1,10,20,0.1,0.12,1.09,NaN,52,NaN,NaN,NaN,NaN,1003,0,0.01,0.03,0.04
28,C4,521321.851,4772483.555,1,20,30,0.1,0.11,1.00,NaN,76,NaN,NaN,NaN,NaN,1033,0,0.06,0.19,0.25
28,D1,521321.499,4772483.906,1,0,5,0.05,0.20,2.34,NaN,79,NaN,NaN,NaN,NaN,783,0,0.22,1.07,1.29
28,D2,521321.499,4772483.906,1,5,0,0.05,0.14,1.35,NaN,41,NaN,NaN,NaN,NaN,936,0,0.34,0.13,0.47
28,D3,521321.499,4772483.906,1,10,20,0.1,0.14,1.31,NaN,81,NaN,NaN,NaN,NaN,947,0,0.01,0.10,0.11
28,D4,521321.499,4772483.906,1,20,30,0.1,0.16,1.48,NaN,93,NaN,NaN,NaN,NaN,908,0,0.01,0.22,0.23
28,E1,521319.643,4772459.728,1,0,5,0.05,0.12,1.14,NaN,35,NaN,NaN,NaN,NaN,990,0,0.04,0.07,0.11
28,E2,521319.643,4772459.728,1,5,0,0.05,0.13,1.19,NaN,44,NaN,NaN,NaN,NaN,974,0,0.03,0.38,0.41
28,E3,521319.643,4772459.728,1,10,20,0.1,0.14,1.31,NaN,76,NaN,NaN,NaN,NaN,946,0,0.03,0.05,0.08
28,E4,521319.643,4772459.728,1,20,30,0.1,0.12,1.09,NaN,65,NaN,NaN,NaN,NaN,1003,0,0.05,0.16,0.21
28,F1,521320.124,4772458.845,1,0,5,0.05,0.14,1.40,NaN,73,NaN,NaN,NaN,NaN,926,0,0.05,0.79,0.83
28,F2,521320.124,4772458.845,1,5,0,0.05,0.13,1.23,NaN,25,NaN,NaN,NaN,NaN,965,0,0.06,0.19,0.25
28,F3,521320.124,4772458.845,1,10,20,0.1,0.13,1.15,NaN,55,NaN,NaN,NaN,NaN,987,0,0.02,0.13,0.16
28,F4,521320.124,4772458.845,1,20,30,0.1,0.12,1.08,NaN,61,NaN,NaN,NaN,NaN,1006,0,0.01,0.07,0.08
28,G1,521309.076,4772457.229,1,0,5,0.05,0.14,1.37,NaN,47,NaN,NaN,NaN,NaN,932,0,0.04,0.13,0.17
28,G2,521309.076,4772457.229,1,5,0,0.05,0.14,1.30,NaN,26,NaN,NaN,NaN,NaN,948,0,0.03,0.14,0.18
28,G3,521309.076,4772457.229,1,10,20,0.1,0.13,1.22,NaN,65,NaN,NaN,NaN,NaN,967,0,0.01,0.17,0.18
28,G4,521309.076,4772457.229,1,20,30,0.1,0.15,1.29,NaN,69,NaN,NaN,NaN,NaN,950,0,0.00,0.18,0.18
28,H1,521309.424,4772456.462,1,0,5,0.05,0.15,1.56,NaN,61,NaN,NaN,NaN,NaN,893,0,0.21,0.95,1.16
28,H2,521309.424,4772456.462,1,5,0,0.05,0.14,1.32,NaN,34,NaN,NaN,NaN,NaN,944,0,0.05,0.44,0.48
28,H3,521309.424,4772456.462,1,10,20,0.1,0.12,1.15,NaN,42,NaN,NaN,NaN,NaN,987,0,0.18,0.28,0.46
28,H4,521309.424,4772456.462,1,20,30,0.1,0.12,1.10,NaN,46,NaN,NaN,NaN,NaN,999,0,0.02,0.07,0.09
28,I1,521295.002,4772467.058,1,0,5,0.05,0.28,2.83,NaN,80,NaN,NaN,NaN,NaN,737,0,0.26,1.64,1.91
28,I2,521295.002,4772467.058,1,5,0,0.05,0.14,1.41,NaN,25,NaN,NaN,NaN,NaN,923,0,0.03,0.09,0.12
28,I3,521295.002,4772467.058,1,10,20,0.1,0.14,1.24,NaN,47,NaN,NaN,NaN,NaN,962,0,0.07,0.00,0.07
28,I4,521295.002,4772467.058,1,20,30,0.1,0.13,1.21,NaN,60,NaN,NaN,NaN,NaN,971,0,0.02,0.04,0.06
28,J1,521295.378,4772466.167,1,0,5,0.05,0.25,2.74,NaN,75,NaN,NaN,NaN,NaN,745,0,0.15,NaN,NaN
28,J2,521295.378,4772466.167,1,5,0,0.05,0.33,3.69,NaN,89,NaN,NaN,NaN,NaN,676,0,0.02,NaN,NaN
28,J3,521295.378,4772466.167,1,10,20,0.1,0.20,1.93,NaN,32,NaN,NaN,NaN,NaN,834,0,0.25,NaN,NaN
28,J4,521295.378,4772466.167,1,20,30,0.1,0.18,1.95,NaN,71,NaN,NaN,NaN,NaN,832,0,0.03,0.19,0.23
